nuclei,File,Nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,Cy5File,X_A,Y_A,Z_A,x,y,z,Channel,Fret,Acceptor,Donor,Cy5,Pair
9,004.NM,1,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,737,235,27,734,234,25,a488,3237,1984,6482,2737,1
9,004.NM,1,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,752,252,30,754,249,28,a488,3183,2101,5613,2898,2
9,004.NM,1,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,778,219,33,779,215,31,a488,3373,1955,3766,3101,3
9,004.NM,1,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,784,197,23,779,201,24,a488,3191,2041,4153,3070,4
9,004.NM,1,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,740,214,28,741,209,26,a488,3325,2111,7027,10181,5
9,004.NM,1,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,775,188,30,775,188,33,a488,3727,1997,3804,3531,6
10,004.NM,2,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,385,301,28,388,302,30,a488,3330,3571,3916,3058,1
10,004.NM,2,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,396,278,27,391,281,28,a488,3258,1942,3863,3221,2
10,004.NM,2,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,406,301,23,410,298,25,a488,3663,4818,5362,3072,3
10,004.NM,2,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,371,253,24,368,257,26,a488,3352,1987,3893,3005,4
10,004.NM,2,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,384,244,33,384,243,30,a488,3676,1992,3881,3437,5
10,004.NM,2,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_004.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_004.tif,421,248,25,428,248,25,a488,3307,1969,3877,3056,6
11,005.NM,1,6,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488_005.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a594_005.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/a488fret_005.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM789_20220623_001/Cy5_005.tif,635,436,22,630,434,22,a488,3960,7239,8239,3053,1
