nuclei,File,Nuclei,n_pairs,tmrFile,Cy5File,X_Cy5,Y_Cy5,Z_Cy5,X_tmr,Y_tmr,Z_tmr,Pair
97,025.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_025.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_025.tif,780,791,22,781,785,22,1
97,025.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_025.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_025.tif,702,772,22,706,773,24,2
98,026.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_026.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_026.tif,847,478,25,841,479,25,1
98,026.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_026.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_026.tif,828,421,26,824,418,24,2
113,033.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_033.tif,623,149,26,623,147,24,1
113,033.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_033.tif,639,138,22,639,133,24,2
115,033.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_033.tif,401,884,28,401,883,30,1
115,033.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_033.tif,433,842,25,429,844,23,2
117,034.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_034.tif,741,652,31,735,652,32,1
117,034.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_034.tif,729,708,30,723,706,31,2
118,034.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_034.tif,114,731,25,120,729,25,1
118,034.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_034.tif,84,723,27,88,726,25,2
119,034.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_034.tif,330,856,33,325,852,33,1
119,034.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_034.tif,323,869,27,323,870,24,2
123,035.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_035.tif,575,911,28,575,915,26,1
123,035.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_035.tif,592,890,28,596,893,26,2
124,036.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_036.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_036.tif,755,240,28,752,241,26,1
124,036.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_036.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_036.tif,726,244,32,725,249,30,2
128,038.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/tmr_038.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM771_20220524_001/Cy5_038.tif,330,116,27,331,119,28,1
