nuclei,File,Nuclei,n_pairs,tmrFile,Cy5File,X_Cy5,Y_Cy5,Z_Cy5,X_tmr,Y_tmr,Z_tmr,Pair
66,032.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_032.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_032.tif,698,797,22,694,800,20,2
67,033.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_033.tif,287,271,29,282,269,30,1
67,033.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_033.tif,246,294,28,241,290,29,2
68,033.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_033.tif,697,379,23,695,385,24,1
68,033.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_033.tif,737,332,27,733,327,26,2
69,033.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_033.tif,517,880,29,520,879,31,1
69,033.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_033.tif,571,849,31,572,844,29,2
70,034.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_034.tif,203,136,29,205,139,29,1
70,034.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_034.tif,160,135,29,159,135,26,2
71,034.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_034.tif,778,132,24,781,135,23,1
71,034.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_034.tif,749,201,30,749,197,28,2
72,034.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_034.tif,626,953,26,630,948,26,1
72,034.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_034.tif,615,928,23,614,933,25,2
78,038.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_038.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_038.tif,685,520,23,687,524,25,1
78,038.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_038.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_038.tif,657,555,31,651,553,32,2
79,038.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_038.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_038.tif,142,829,28,141,832,26,1
79,038.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_038.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_038.tif,196,752,32,196,753,29,2
80,039.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_039.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_039.tif,545,127,31,545,127,28,1
80,039.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_039.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_039.tif,525,181,27,524,181,30,2
81,039.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_039.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_039.tif,255,566,24,255,567,26,1
81,039.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_039.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_039.tif,178,602,28,179,607,26,2
82,039.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_039.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_039.tif,619,733,29,615,731,27,1
82,039.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_039.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_039.tif,641,687,28,646,691,27,2
83,039.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_039.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_039.tif,484,859,29,482,855,27,1
83,039.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_039.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_039.tif,462,780,33,466,777,31,2
88,041.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_041.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_041.tif,215,436,28,220,435,30,1
88,041.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_041.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_041.tif,244,419,29,243,419,26,2
96,045.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_045.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_045.tif,255,312,25,252,314,27,1
96,045.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_045.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_045.tif,227,339,29,220,339,29,2
98,046.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_046.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_046.tif,388,174,28,390,180,28,1
98,046.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_046.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_046.tif,450,62,32,446,59,30,2
100,047.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_047.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_047.tif,680,393,23,680,398,24,1
100,047.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_047.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_047.tif,729,413,29,732,410,27,2
101,047.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_047.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_047.tif,434,682,27,434,684,29,1
101,047.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_047.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_047.tif,402,726,32,401,731,30,2
102,047.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_047.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_047.tif,63,766,27,66,772,27,1
102,047.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_047.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_047.tif,176,748,29,171,748,27,2
105,049.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_049.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_049.tif,533,224,27,527,226,28,1
105,049.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_049.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_049.tif,514,190,28,519,186,27,2
107,050.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_050.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_050.tif,699,165,24,698,168,26,1
107,050.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_050.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_050.tif,809,164,22,808,169,23,2
108,050.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_050.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_050.tif,632,753,22,636,750,24,1
108,050.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/tmr_050.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM768_20220523_001/Cy5_050.tif,727,768,24,728,763,26,2
