nuclei,File,Nuclei,n_pairs,tmrFile,Cy5File,X_Cy5,Y_Cy5,Z_Cy5,X_tmr,Y_tmr,Z_tmr,Pair,Distance
16,008.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_008.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_008.tif,621,338,18,617,333,18,1,6.40312423743285
16,008.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_008.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_008.tif,594,381,14,594,382,17,2,3.16227766016838
19,009.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_009.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_009.tif,662,226,21,660,232,21,1,6.32455532033676
19,009.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_009.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_009.tif,677,267,17,679,263,19,2,4.89897948556636
24,010.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_010.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_010.tif,780,809,16,780,812,17,1,3.16227766016838
24,010.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_010.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_010.tif,757,870,22,755,868,20,2,3.46410161513775
25,011.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_011.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_011.tif,207,189,19,211,193,18,1,5.74456264653803
25,011.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_011.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_011.tif,229,167,24,233,164,22,2,5.3851648071345
30,011.NM,6,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_011.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_011.tif,106,689,18,105,692,17,1,3.3166247903554
30,011.NM,6,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_011.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_011.tif,61,745,21,60,748,20,2,3.3166247903554
31,011.NM,7,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_011.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_011.tif,501,885,21,507,885,20,1,6.08276253029822
31,011.NM,7,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_011.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_011.tif,426,907,21,427,901,20,2,6.16441400296898
32,011.NM,8,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_011.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_011.tif,927,920,22,931,920,21,1,4.12310562561766
32,011.NM,8,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_011.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_011.tif,991,936,18,995,941,18,2,6.40312423743285
33,012.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_012.tif,746,224,19,751,223,21,1,5.47722557505166
33,012.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_012.tif,741,212,26,742,207,28,2,5.47722557505166
34,012.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_012.tif,843,443,22,844,439,20,1,4.58257569495584
34,012.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_012.tif,787,405,17,793,405,18,2,6.08276253029822
35,012.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_012.tif,546,495,25,544,498,27,1,4.12310562561766
35,012.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_012.tif,574,526,21,576,522,19,2,4.89897948556636
36,012.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_012.tif,230,585,17,232,581,15,1,4.89897948556636
36,012.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_012.tif,193,615,19,193,622,19,2,7
38,013.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_013.tif,140,303,21,141,307,22,1,4.24264068711929
38,013.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_013.tif,155,262,21,154,258,19,2,4.58257569495584
39,013.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_013.tif,363,208,24,365,210,25,1,3
39,013.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_013.tif,418,278,25,418,277,22,2,3.16227766016838
41,013.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_013.tif,430,779,24,426,781,26,1,4.89897948556636
41,013.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_013.tif,388,700,25,383,696,26,2,6.48074069840786
46,015.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_015.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_015.tif,698,935,16,696,930,17,1,5.47722557505166
46,015.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_015.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_015.tif,671,918,18,675,918,20,2,4.47213595499958
49,016.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_016.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_016.tif,883,665,17,879,664,15,1,4.58257569495584
49,016.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_016.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_016.tif,829,669,28,824,670,26,2,5.47722557505166
51,017.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_017.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_017.tif,93,811,18,97,810,16,1,4.58257569495584
51,017.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_017.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_017.tif,91,781,15,94,786,14,2,5.91607978309962
52,018.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_018.tif,88,306,17,92,307,19,1,4.58257569495584
52,018.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_018.tif,156,309,22,150,307,22,2,6.32455532033676
53,018.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_018.tif,156,671,21,160,673,22,1,4.58257569495584
53,018.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_018.tif,201,668,25,206,668,27,2,5.3851648071345
54,018.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_018.tif,656,772,26,652,771,24,1,4.58257569495584
54,018.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_018.tif,675,672,19,669,669,19,2,6.70820393249937
55,019.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_019.tif,85,49,19,86,50,17,1,2.44948974278318
55,019.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_019.tif,70,109,25,76,111,24,2,6.40312423743285
57,019.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_019.tif,774,576,20,776,570,19,1,6.40312423743285
57,019.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_019.tif,719,579,21,714,578,19,2,5.47722557505166
58,019.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_019.tif,90,668,18,91,669,19,1,1.73205080756888
58,019.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_019.tif,118,586,19,118,579,19,2,7
59,019.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_019.tif,496,932,30,494,936,32,1,4.89897948556636
59,019.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_019.tif,513,948,25,511,952,27,2,4.89897948556636
62,020.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_020.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_020.tif,757,468,21,754,465,20,1,4.35889894354067
62,020.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_020.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_020.tif,754,505,22,756,501,23,2,4.58257569495584
63,020.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_020.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_020.tif,340,682,20,338,679,22,1,4.12310562561766
63,020.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_020.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_020.tif,409,724,19,413,728,20,2,5.74456264653803
64,020.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_020.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_020.tif,814,855,15,815,851,17,1,4.58257569495584
64,020.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_020.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_020.tif,886,807,20,892,806,19,2,6.16441400296898
65,021.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,616,87,19,615,93,19,1,6.08276253029822
65,021.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,612,132,20,611,138,21,2,6.16441400296898
66,021.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,264,421,20,267,425,21,1,5.09901951359278
66,021.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,254,359,22,253,354,20,2,5.47722557505166
67,021.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,621,581,19,625,581,21,1,4.47213595499958
67,021.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,606,651,17,606,658,17,2,7
68,021.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,124,903,19,124,898,21,1,5.3851648071345
68,021.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,185,857,17,190,861,18,2,6.48074069840786
69,021.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,787,930,21,789,924,21,1,6.32455532033676
69,021.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_021.tif,787,886,15,783,889,17,2,5.3851648071345
70,022.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_022.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_022.tif,152,410,15,150,410,15,1,2
70,022.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_022.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_022.tif,174,456,19,171,454,17,2,4.12310562561766
72,023.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_023.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_023.tif,800,160,22,802,159,20,1,3
72,023.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_023.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_023.tif,839,213,21,841,217,23,2,4.89897948556636
75,024.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_024.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_024.tif,209,508,20,213,503,19,1,6.48074069840786
75,024.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_024.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_024.tif,118,433,21,117,438,19,2,5.47722557505166
78,025.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_025.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_025.tif,733,286,21,730,283,19,1,4.69041575982343
78,025.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_025.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_025.tif,808,353,20,807,348,18,2,5.47722557505166
80,026.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_026.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_026.tif,113,137,15,117,138,15,1,4.12310562561766
80,026.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_026.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_026.tif,138,202,25,140,198,23,2,4.89897948556636
81,026.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_026.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_026.tif,760,390,17,760,387,17,1,3
81,026.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_026.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_026.tif,666,346,19,672,346,20,2,6.08276253029822
84,027.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_027.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_027.tif,727,762,15,725,768,14,1,6.40312423743285
84,027.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_027.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_027.tif,737,735,16,737,736,19,2,3.16227766016838
87,028.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_028.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_028.tif,712,934,19,710,928,18,1,6.40312423743285
87,028.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_028.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_028.tif,706,847,16,705,852,14,2,5.47722557505166
88,029.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_029.tif,723,360,20,724,357,18,1,3.74165738677394
88,029.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_029.tif,786,380,24,781,379,22,2,5.47722557505166
89,029.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_029.tif,68,361,21,70,363,19,1,3.46410161513775
89,029.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_029.tif,103,348,20,100,349,22,2,3.74165738677394
90,029.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_029.tif,241,608,26,245,608,24,1,4.47213595499958
90,029.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_029.tif,289,566,17,287,560,18,2,6.40312423743285
91,029.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM750_20220502_001/Cy5_029.tif,457,777,24,451,778,25,1,6.16441400296898
