nuclei,File,Nuclei,n_pairs,tmrFile,Cy5File,X_Cy5,Y_Cy5,Z_Cy5,X_tmr,Y_tmr,Z_tmr,Pair
39,012.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_012.tif,131,745,22,130,745,25,2
40,012.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_012.tif,593,836,24,592,842,23,1
40,012.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_012.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_012.tif,556,825,25,555,825,28,2
42,013.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_013.tif,196,255,15,194,254,13,1
42,013.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_013.tif,314,239,13,310,244,13,2
43,013.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_013.tif,147,725,28,143,720,29,1
43,013.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_013.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_013.tif,126,701,21,127,706,23,2
48,015.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_015.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_015.tif,330,489,24,330,490,21,1
48,015.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_015.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_015.tif,326,451,24,326,452,27,2
50,015.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_015.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_015.tif,347,710,18,347,710,19,1
50,015.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_015.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_015.tif,290,785,27,293,785,25,2
51,016.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_016.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_016.tif,483,200,21,481,206,22,1
51,016.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_016.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_016.tif,437,220,25,438,225,23,2
53,017.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_017.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_017.tif,740,258,27,743,258,25,1
53,017.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_017.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_017.tif,771,222,28,775,227,27,2
56,018.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_018.tif,42,408,24,37,408,22,1
56,018.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_018.tif,99,500,27,99,501,24,2
57,018.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_018.tif,175,426,23,176,421,21,1
57,018.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_018.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_018.tif,240,483,31,241,483,28,2
59,019.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_019.tif,311,111,25,311,112,22,1
59,019.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_019.tif,343,127,28,344,127,31,2
60,019.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_019.tif,275,467,22,280,467,24,1
60,019.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_019.tif,328,493,20,324,488,19,2
61,019.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_019.tif,110,533,25,106,528,24,1
61,019.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_019.tif,53,504,18,52,499,20,2
62,019.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_019.tif,667,838,18,668,841,20,1
62,019.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_019.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_019.tif,703,860,24,708,861,26,2
64,020.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_020.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_020.tif,419,416,28,413,417,28,1
64,020.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_020.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_020.tif,357,437,27,356,437,30,2
67,021.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_021.tif,744,597,29,740,600,27,1
67,021.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_021.tif,730,539,32,729,539,29,2
68,021.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_021.tif,270,883,22,270,882,19,1
68,021.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_021.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_021.tif,269,884,34,269,885,31,2
72,023.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_023.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_023.tif,230,726,24,231,729,26,1
72,023.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_023.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_023.tif,244,752,26,239,748,27,2
78,025.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_025.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_025.tif,336,901,21,342,901,22,1
78,025.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_025.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_025.tif,298,855,33,298,854,36,2
87,029.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_029.tif,235,333,23,233,338,24,1
87,029.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_029.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_029.tif,317,319,24,314,324,23,2
94,032.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_032.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_032.tif,819,593,34,819,593,31,1
94,032.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_032.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_032.tif,801,556,29,801,557,26,2
95,032.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_032.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_032.tif,126,644,31,127,639,33,1
95,032.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_032.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_032.tif,143,644,25,143,644,22,2
96,033.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,148,207,19,150,201,20,1
96,033.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,194,195,23,188,197,24,2
98,033.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,370,277,23,367,277,21,1
98,033.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,370,331,26,371,326,24,2
99,033.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,445,474,28,445,475,30,1
99,033.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,465,531,27,466,531,30,2
100,033.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,394,579,25,389,577,24,1
100,033.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,409,591,22,404,592,20,2
101,033.NM,6,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,502,613,29,503,611,27,1
101,033.NM,6,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,499,622,37,498,617,35,2
102,033.NM,7,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,788,869,20,787,870,21,1
102,033.NM,7,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_033.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_033.tif,726,866,30,726,865,33,2
103,034.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_034.tif,565,145,22,564,139,21,1
103,034.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_034.tif,635,162,30,630,162,32,2
104,034.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_034.tif,273,396,24,274,399,24,1
104,034.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_034.tif,338,319,28,338,319,31,2
106,034.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_034.tif,64,711,32,69,711,34,1
106,034.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_034.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_034.tif,59,667,24,54,666,26,2
108,035.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,505,127,25,500,127,27,1
108,035.NM,1,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,496,177,29,496,178,26,2
109,035.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,372,228,24,373,230,25,1
109,035.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,347,279,20,351,278,22,2
110,035.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,111,295,31,115,298,29,1
110,035.NM,3,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,63,353,23,62,353,26,2
111,035.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,858,316,23,862,316,25,1
111,035.NM,4,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,799,328,19,799,327,22,2
112,035.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,592,408,25,593,404,27,1
112,035.NM,5,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,610,411,33,611,411,30,2
113,035.NM,6,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,440,497,23,435,498,22,1
113,035.NM,6,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,362,444,23,362,445,26,2
115,035.NM,8,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,253,741,20,248,745,19,1
115,035.NM,8,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_035.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_035.tif,227,675,29,227,675,32,2
118,036.NM,2,2,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/tmr_036.tif,/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM770_20220524_001/Cy5_036.tif,188,707,33,184,702,32,1
