nuclei	File	Nuclei	n_pairs	DonorFile	AcceptorFile	FretFile	X_A	Y_A	Z_A	x	y	z	Channel	Fret	Acceptor	Donor	Pair	dilation	version	xi	yi	zi	cell_ID	lamin_dist	lamin_dist_norm	centr_dist	centr_dist_norm	compartment	xnorm	ynorm	znorm	G1	Allele	angle
9	3	1	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_003.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_003.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_003.tif	739	65	28	742.0	60.0	26.0	a488	2334	1539	2794	1	5	7.0.2	742	60	26	5.0	3432.8413887041156	1.0	0.0	0.0	2.0	-0.6331847861351613	-0.10510986836501815	0.13907583879293223	0.0	1.0	170.22588664920116
9	3	1	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_003.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_003.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_003.tif	783	161	22	787.0	159.0	23.0	a488	3677	6084	6515	2	5	7.0.2	787	159	23	5.0	1235.5160864998886	0.2236528913478848	4288.741074021606	0.7763471086521152	2.0	0.6670364996418175	0.013668071080065368	-0.010924161207067762	0.0	2.0	170.22588664920116
21	6	1	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_006.tif	242	148	25	242.0	147.0	21.0	a488	3053	5508	3132	1	5	7.0.2	242	147	21	1.0	875.2142594816426	0.20834854430874655	3325.507480069771	0.7916514556912535	2.0	-0.5466320234297614	0.33377067002811867	-0.10988920959581154	0.0	2.0	65.04465731792077
21	6	1	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_006.tif	282	139	31	281.0	137.0	27.0	a488	2436	1391	4163	2	5	7.0.2	281	137	27	1.0	1571.9096666157377	0.5107694837864261	1505.6227947264879	0.48923051621357394	0.0	-0.02892983105259862	0.4346844554787613	0.19011079040418846	0.0	1.0	65.04465731792077
22	6	2	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_006.tif	325	314	23	327.0	316.0	24.0	a488	3688	9952	5165	1	5	7.0.2	327	316	24	2.0	2906.8883707497266	0.5095275309241505	2798.177978613941	0.4904724690758495	0.0	-0.0315070973452473	0.6394188050309485	0.06511877424899808	0.0	2.0	149.1998833798305
22	6	2	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_006.tif	302	264	23	306.0	264.0	24.0	a488	2153	1581	7145	2	5	7.0.2	306	264	24	2.0	5400.0	1.0	0.0	0.0	0.0	-0.04938890444760192	-0.21647267973841072	0.06511877424899808	0.0	1.0	149.1998833798305
24	6	4	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_006.tif	411	897	27	410.0	901.0	28.0	a488	2433	3603	4506	1	5	7.0.2	410	901	28	3.0	4200.0	0.7777777777777778	1200.0	0.2222222222222222	0.0	0.019114075184750876	0.14254856413943515	0.275698915192376	0.0	1.0	67.67873480559273
24	6	4	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_006.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_006.tif	459	905	26	459.0	904.0	22.0	a488	2687	4691	3238	2	5	7.0.2	459	904	22	3.0	2418.139780905976	0.43699205693699134	3115.461442547476	0.5630079430630086	2.0	0.5542395485064234	0.5450004421429907	-0.02430108480762403	0.0	2.0	67.67873480559273
29	8	1	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_008.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_008.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_008.tif	58	132	26	54.0	128.0	23.0	a488	3777	1322	6607	1	5	7.0.2	54	128	23	4.0	130.0	0.06149300791604623	1984.0614909825754	0.9385069920839537	1.0	-0.4794429739338017	-0.9222688974683696	-0.2739947053126418	0.0	2.0	9.356894489130708
29	8	1	2	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488_008.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a594_008.tif	/home/xiaoze/Desktop/user_folders/Xiaoze/FRET-FISH/iAM777_20220602_001/a488fret_008.tif	81	140	31	79.0	134.0	28.0	a488	2314	1554	7710	2	5	7.0.2	79	134	28	4.0	2088.947103207738	1.0	0.0	0.0	0.0	-0.31585232320186973	-0.6423399866012378	0.04858593984864853	0.0	1.0	9.356894489130708
